iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
1,10,factuals_only,contriever,-,20,30,30,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
2,20,factuals_only,contriever,-,20,40,40,0,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
2,20,factuals_only,contriever,-,20,40,40,0,0.8981481481481481,0.8977184674989238,0.8977184674989239,0.9049529124520405,0.8981481481481481
3,30,factuals_only,contriever,-,20,50,50,0,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
3,30,factuals_only,contriever,-,20,50,50,0,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
4,40,factuals_only,contriever,-,20,60,60,0,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
4,40,factuals_only,contriever,-,20,60,60,0,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
5,50,factuals_only,contriever,-,20,70,70,0,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
5,50,factuals_only,contriever,-,20,70,70,0,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
6,60,factuals_only,contriever,-,20,80,80,0,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
6,60,factuals_only,contriever,-,20,80,80,0,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
7,70,factuals_only,contriever,-,20,90,90,0,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
7,70,factuals_only,contriever,-,20,90,90,0,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
8,80,factuals_only,contriever,-,20,100,100,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
8,80,factuals_only,contriever,-,20,100,100,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
9,90,factuals_only,contriever,-,20,110,110,0,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
9,90,factuals_only,contriever,-,20,110,110,0,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
10,100,factuals_only,contriever,-,20,120,120,0,0.9074074074074074,0.906896551724138,0.906896551724138,0.9165497896213184,0.9074074074074074
10,100,factuals_only,contriever,-,20,120,120,0,0.8981481481481481,0.8974358974358974,0.8974358974358974,0.9095238095238095,0.8981481481481481
11,110,factuals_only,contriever,-,20,120,120,0,0.9074074074074074,0.906896551724138,0.906896551724138,0.9165497896213184,0.9074074074074074
11,110,factuals_only,contriever,-,20,120,120,0,0.9074074074074074,0.906896551724138,0.906896551724138,0.9165497896213184,0.9074074074074074
1,10,full,contriever,mixed,20,39,30,9,0.9351851851851852,0.9350459661482946,0.9350459661482945,0.9389484607402283,0.9351851851851851
2,20,full,contriever,mixed,20,58,40,18,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
3,30,full,contriever,mixed,20,78,50,28,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
4,40,full,contriever,mixed,20,97,60,37,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
5,50,full,contriever,mixed,20,117,70,47,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
6,60,full,contriever,mixed,20,137,80,57,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
7,70,full,contriever,mixed,20,157,90,67,0.8981481481481481,0.8977184674989238,0.8977184674989239,0.9049529124520405,0.8981481481481481
8,80,full,contriever,mixed,20,176,100,76,0.9259259259259259,0.9256965944272446,0.9256965944272445,0.9312499999999999,0.9259259259259259
9,90,full,contriever,mixed,20,196,110,86,0.9074074074074074,0.9071207430340558,0.9071207430340557,0.9125000000000001,0.9074074074074074
10,100,full,contriever,mixed,20,215,120,95,0.8981481481481481,0.8974358974358974,0.8974358974358974,0.9095238095238095,0.8981481481481481
11,110,full,contriever,mixed,20,215,120,95,0.8981481481481481,0.8974358974358974,0.8974358974358974,0.9095238095238095,0.8981481481481481
1,10,full,contriever,factual_anchored,20,39,30,9,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
2,20,full,contriever,factual_anchored,20,58,40,18,0.9259259259259259,0.9258241758241759,0.9258241758241759,0.9282758620689655,0.9259259259259258
3,30,full,contriever,factual_anchored,20,78,50,28,0.9166666666666666,0.916487670762093,0.9164876707620929,0.9202698028363887,0.9166666666666666
4,40,full,contriever,factual_anchored,20,97,60,37,0.9444444444444444,0.9443681318681318,0.944368131868132,0.9468965517241379,0.9444444444444444
