iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
2,20,factuals_only,contriever,-,20,40,40,0,0.743421052631579,0.592124542124542,0.7347274436090224,0.5792828999211979,0.6270103218484597
3,30,factuals_only,contriever,-,20,50,50,0,0.7697368421052632,0.6148961122903269,0.7588364933225711,0.6001582918947765,0.6486477487490445
3,30,factuals_only,contriever,-,20,50,50,0,0.7697368421052632,0.6148961122903269,0.7588364933225711,0.6001582918947765,0.6486477487490445
4,40,factuals_only,contriever,-,20,60,60,0,0.743421052631579,0.5912411051762995,0.7333467454214831,0.577438844680224,0.6224801511932732
4,40,factuals_only,contriever,-,20,60,60,0,0.743421052631579,0.5912411051762995,0.7333467454214831,0.577438844680224,0.6224801511932732
5,50,factuals_only,contriever,-,20,70,70,0,0.7171052631578947,0.6475605397495465,0.7217455791936835,0.6400479307926116,0.6673258393243199
5,50,factuals_only,contriever,-,20,70,70,0,0.7171052631578947,0.6475605397495465,0.7217455791936835,0.6400479307926116,0.6673258393243199
6,60,factuals_only,contriever,-,20,70,70,0,0.7171052631578947,0.6475605397495465,0.7217455791936835,0.6400479307926116,0.6673258393243199
6,60,factuals_only,contriever,-,20,70,70,0,0.7171052631578947,0.6475605397495465,0.7217455791936835,0.6400479307926116,0.6673258393243199
1,10,full,contriever,mixed,20,33,30,3,0.7039473684210527,0.56353642267659,0.6935812052579069,0.5530647857889237,0.6101722496564855
2,20,full,contriever,mixed,20,47,40,7,0.7236842105263158,0.5720772946859902,0.7117467581998473,0.5577985040169914,0.5987183274947594
3,30,full,contriever,mixed,20,61,50,11,0.6710526315789473,0.5264335533617618,0.6620579165654659,0.5218124898357457,0.5638725924675361
4,40,full,contriever,mixed,20,72,60,12,0.7105263157894737,0.5537558286755396,0.699192142319638,0.5442323738005841,0.5872100057682298
5,50,full,contriever,mixed,20,84,70,14,0.7302631578947368,0.666270965438557,0.7358236916859646,0.6527777777777777,0.7147729521612103
6,60,full,contriever,mixed,20,84,70,14,0.7302631578947368,0.666270965438557,0.7358236916859646,0.6527777777777777,0.7147729521612103
1,10,full,contriever,factual_anchored,20,33,30,3,0.7039473684210527,0.56353642267659,0.6935812052579069,0.5530647857889237,0.6101722496564855
2,20,full,contriever,factual_anchored,20,47,40,7,0.7236842105263158,0.5720772946859902,0.7117467581998473,0.5577985040169914,0.5987183274947594
3,30,full,contriever,factual_anchored,20,61,50,11,0.6710526315789473,0.5264335533617618,0.6620579165654659,0.5218124898357457,0.5638725924675361
4,40,full,contriever,factual_anchored,20,72,60,12,0.7105263157894737,0.5537558286755396,0.699192142319638,0.5442323738005841,0.5872100057682298
5,50,full,contriever,factual_anchored,20,84,70,14,0.7302631578947368,0.666270965438557,0.7358236916859646,0.6527777777777777,0.7147729521612103
6,60,full,contriever,factual_anchored,20,84,70,14,0.7302631578947368,0.666270965438557,0.7358236916859646,0.6527777777777777,0.7147729521612103
1,10,factuals_only,bge_large,-,20,30,30,0,0.6842105263157895,0.5467801418439716,0.6677043673012318,0.5400385154061624,0.5872372055506314
1,10,factuals_only,bge_large,-,20,30,30,0,0.6842105263157895,0.5467801418439716,0.6677043673012318,0.5400385154061624,0.5872372055506314
2,20,factuals_only,bge_large,-,20,40,40,0,0.7105263157894737,0.566551760407852,0.695316833015293,0.5619358178053829,0.5989875115481835
2,20,factuals_only,bge_large,-,20,40,40,0,0.7105263157894737,0.566551760407852,0.695316833015293,0.5619358178053829,0.5989875115481835
3,30,factuals_only,bge_large,-,20,50,50,0,0.6578947368421053,0.523929546880278,0.641390649088097,0.5145330859616574,0.5683169431196274
3,30,factuals_only,bge_large,-,20,50,50,0,0.6578947368421053,0.523929546880278,0.641390649088097,0.5145330859616574,0.5683169431196274
4,40,factuals_only,bge_large,-,20,60,60,0,0.6973684210526315,0.5543129331191068,0.6810245143385754,0.5565580618212198,0.5809798487129345
4,40,factuals_only,bge_large,-,20,60,60,0,0.6973684210526315,0.5543129331191068,0.6810245143385754,0.5565580618212198,0.5809798487129345
5,50,factuals_only,bge_large,-,20,70,70,0,0.7368421052631579,0.6727932422950443,0.7336947603299432,0.6658203816643714,0.6939230058573325
5,50,factuals_only,bge_large,-,20,70,70,0,0.7368421052631579,0.6727932422950443,0.7336947603299432,0.6658203816643714,0.6939230058573325
6,60,factuals_only,bge_large,-,20,70,70,0,0.7368421052631579,0.6727932422950443,0.7336947603299432,0.6658203816643714,0.6939230058573325
6,60,factuals_only,bge_large,-,20,70,70,0,0.7368421052631579,0.6727932422950443,0.7336947603299432,0.6658203816643714,0.6939230058573325
1,10,full,bge_large,mixed,20,33,30,3,0.6973684210526315,0.5553558665992113,0.6835912355511149,0.5466824769433465,0.5976425292045938
2,20,full,bge_large,mixed,20,47,40,7,0.6842105263157895,0.5495101349377884,0.6681894078908939,0.5390253157695017,0.5970849336653583
3,30,full,bge_large,mixed,20,61,50,11,0.7039473684210527,0.5686573819558977,0.6877109193406826,0.559229527984245,0.6000089102735454
4,40,full,bge_large,mixed,20,72,60,12,0.6776315789473685,0.534334928229665,0.6594031730042811,0.5248980579169259,0.561748195669607
5,50,full,bge_large,mixed,20,84,70,14,0.7697368421052632,0.7069837814063444,0.7681372489445616,0.7226778711484594,0.7129248676355416
6,60,full,bge_large,mixed,20,84,70,14,0.7697368421052632,0.7069837814063444,0.7681372489445616,0.7226778711484594,0.7129248676355416
1,10,full,bge_large,factual_anchored,20,33,30,3,0.6973684210526315,0.5553558665992113,0.6835912355511149,0.5466824769433465,0.5976425292045938
2,20,full,bge_large,factual_anchored,20,47,40,7,0.6842105263157895,0.5495101349377884,0.6681894078908939,0.5390253157695017,0.5970849336653583
3,30,full,bge_large,factual_anchored,20,61,50,11,0.7039473684210527,0.5686573819558977,0.6877109193406826,0.559229527984245,0.6000089102735454
4,40,full,bge_large,factual_anchored,20,72,60,12,0.6776315789473685,0.534334928229665,0.6594031730042811,0.5248980579169259,0.561748195669607
5,50,full,bge_large,factual_anchored,20,84,70,14,0.7697368421052632,0.7069837814063444,0.7681372489445616,0.7226778711484594,0.7129248676355416
6,60,full,bge_large,factual_anchored,20,84,70,14,0.7697368421052632,0.7069837814063444,0.7681372489445616,0.7226778711484594,0.7129248676355416
