iteration,budget_used,pool_type,retriever,cf_strategy,k_max,labeled_pool_size,total_factuals,total_cfs,accuracy,f1_macro,f1_weighted,precision_macro,recall_macro
4,40,full,contriever,factual_anchored,20,98,70,28,0.525,0.4823872409114303,0.5323557584335377,0.49771722719938055,0.4906510135843998
5,50,full,contriever,factual_anchored,20,115,80,35,0.52,0.4743968051345911,0.5272598667419679,0.48502148330523615,0.4882000331922429
6,60,full,contriever,factual_anchored,20,132,90,42,0.515,0.43590925806013225,0.5178206045998514,0.4656966555861756,0.43215137684814614
7,70,full,contriever,factual_anchored,20,149,100,49,0.515,0.43933313919181477,0.521356442072124,0.46649040606871933,0.43610160761511546
8,80,full,contriever,factual_anchored,20,166,110,56,0.53,0.4532089286058572,0.5325592862513738,0.4834772089939223,0.44844415638430396
9,90,full,contriever,factual_anchored,20,179,120,59,0.52,0.4422334381208292,0.5227730798877254,0.4694221720308677,0.43939775365974026
10,100,full,contriever,factual_anchored,20,198,130,68,0.53,0.4541804202534927,0.5336544031453107,0.4687432643255712,0.4571897835707108
11,110,full,contriever,factual_anchored,20,198,130,68,0.535,0.48081519472704864,0.5401616982381867,0.4984658662850152,0.48099930738023455
1,10,factuals_only,bge_large,-,20,40,40,0,0.515,0.47807674287966323,0.5220309851838542,0.48136779860258666,0.4960815771697095
1,10,factuals_only,bge_large,-,20,40,40,0,0.515,0.47807674287966323,0.5220309851838542,0.48136779860258666,0.4960815771697095
2,20,factuals_only,bge_large,-,20,50,50,0,0.51,0.4796320988617639,0.5187149437303679,0.4873222766909486,0.5005609551277893
2,20,factuals_only,bge_large,-,20,50,50,0,0.515,0.48389812453502484,0.523601596517784,0.49343539343539344,0.5034345183461801
3,30,factuals_only,bge_large,-,20,60,60,0,0.53,0.489506361726884,0.5377924826601387,0.4914552684771097,0.5034345183461801
3,30,factuals_only,bge_large,-,20,60,60,0,0.54,0.5051636204671129,0.5466279523914496,0.5066563066563067,0.5230423614834351
4,40,factuals_only,bge_large,-,20,70,70,0,0.53,0.49059171590604017,0.5371290021097498,0.4957302971001601,0.5074881832348688
4,40,factuals_only,bge_large,-,20,70,70,0,0.53,0.4916633145615446,0.5358605859479754,0.4965939589127995,0.5074881832348688
5,50,factuals_only,bge_large,-,20,80,80,0,0.515,0.4780167227073517,0.5245086410150162,0.48211181583274604,0.49929007640593026
5,50,factuals_only,bge_large,-,20,80,80,0,0.505,0.4694072719104008,0.5141842162843414,0.47625661375661377,0.48959271920217917
6,60,factuals_only,bge_large,-,20,90,90,0,0.5,0.4689737055531847,0.5099996889931385,0.474468421071682,0.49844491075346237
6,60,factuals_only,bge_large,-,20,90,90,0,0.505,0.4721670129148891,0.5139871662514838,0.4772212958472169,0.5013184739718531
7,70,factuals_only,bge_large,-,20,100,100,0,0.52,0.4824842417502102,0.5275676959620704,0.49194444444444435,0.5051437672075882
7,70,factuals_only,bge_large,-,20,100,100,0,0.53,0.4893607860359779,0.5375363696642469,0.5008834327425032,0.5104683108181358
8,80,factuals_only,bge_large,-,20,110,110,0,0.515,0.46614996733480907,0.5250944854667022,0.47316394340276763,0.4848618913387999
8,80,factuals_only,bge_large,-,20,110,110,0,0.515,0.46614996733480907,0.5250944854667022,0.47316394340276763,0.4848618913387999
9,90,factuals_only,bge_large,-,20,120,120,0,0.515,0.46580095954791423,0.5226111974755795,0.4756151448974559,0.47835411581479725
9,90,factuals_only,bge_large,-,20,120,120,0,0.52,0.47233014495359066,0.5266787847555563,0.48557342333399506,0.4808050962069541
10,100,factuals_only,bge_large,-,20,130,130,0,0.525,0.4766959824930839,0.5339546017589496,0.4838025305529053,0.49912627330903486
10,100,factuals_only,bge_large,-,20,130,130,0,0.52,0.47456132036722826,0.5279473888069692,0.48300560467921994,0.496675292916878
11,110,factuals_only,bge_large,-,20,130,130,0,0.535,0.4830901782626798,0.5440718225076193,0.4930275833440689,0.5048733997458165
11,110,factuals_only,bge_large,-,20,130,130,0,0.52,0.474170714554748,0.5268653539302318,0.4818436805505771,0.496675292916878
1,10,full,bge_large,mixed,20,47,40,7,0.495,0.44884430044980506,0.5016767552019846,0.4604996148085579,0.46012371576427785
2,20,full,bge_large,mixed,20,63,50,13,0.52,0.47709618761119216,0.527290703008468,0.4800554646299327,0.4901060790799745
3,30,full,bge_large,mixed,20,82,60,22,0.525,0.4702007638574803,0.5319346826473692,0.4810736767258506,0.48410124225157886
4,40,full,bge_large,mixed,20,98,70,28,0.54,0.4902155389440049,0.5476320302760008,0.49750537004947587,0.505828260006318
5,50,full,bge_large,mixed,20,115,80,35,0.535,0.4763852133785118,0.5400899271989499,0.4854056088838698,0.48942578586212654
6,60,full,bge_large,mixed,20,132,90,42,0.535,0.48478393587089236,0.543420210224558,0.4924817136886102,0.49923283767391124
7,70,full,bge_large,mixed,20,149,100,49,0.54,0.48750784140769293,0.5453456326740007,0.49910749531439186,0.49880712460452
8,80,full,bge_large,mixed,20,166,110,56,0.535,0.5005735729890934,0.5429288578992548,0.5005405630518074,0.5249641946844815
9,90,full,bge_large,mixed,20,179,120,59,0.525,0.48573707125805593,0.5353595614486103,0.49482090698448983,0.5087590619567278
10,100,full,bge_large,mixed,20,198,130,68,0.515,0.46321137712799887,0.5251069580042192,0.47645769122866927,0.48091166057183043
11,110,full,bge_large,mixed,20,198,130,68,0.52,0.4682319166361719,0.5288289900151603,0.4795999740893573,0.4833626409639873
1,10,full,bge_large,factual_anchored,20,47,40,7,0.505,0.45816483535974317,0.5119728563067018,0.46826715357417115,0.46982107296802883
2,20,full,bge_large,factual_anchored,20,63,50,13,0.53,0.4862647555814568,0.5373105461910895,0.48793841064886384,0.49980343628372553
3,30,full,bge_large,factual_anchored,20,82,60,22,0.525,0.4702007638574803,0.5319346826473692,0.4810736767258506,0.48410124225157886
4,40,full,bge_large,factual_anchored,20,98,70,28,0.53,0.48180774539470184,0.5373487816531295,0.4886938349007315,0.4967818572817544
5,50,full,bge_large,factual_anchored,20,115,80,35,0.54,0.4800721453549175,0.5460860918530092,0.48789979043602233,0.4914541834280494
6,60,full,bge_large,factual_anchored,20,132,90,42,0.54,0.48800643058418186,0.5477415290045656,0.49667882175558137,0.5021064008923021
7,70,full,bge_large,factual_anchored,20,149,100,49,0.53,0.47601557075924367,0.5364157951828296,0.48820599390227365,0.4891097674007689
8,80,full,bge_large,factual_anchored,20,166,110,56,0.53,0.49924330217233,0.5381950793521798,0.5045955866645779,0.5177178178728874
9,90,full,bge_large,factual_anchored,20,179,120,59,0.535,0.49545727177306126,0.5449217069480228,0.5022354497354496,0.5184564191604789
10,100,full,bge_large,factual_anchored,20,198,130,68,0.51,0.46102452636066077,0.5200695124203527,0.4724702380952381,0.47803809735343966
11,110,full,bge_large,factual_anchored,20,198,130,68,0.515,0.46301570940659403,0.5244996070947463,0.4744712171406249,0.48091166057183043
